ID,Nombre,Edad,Ciudad,DNI
5482,"Lugo Fuentes, Julio",63,Arauca,7474321281
5483,"Medina Núñez, Sandra",25,Riohacha,5303093582
5484,"Vásquez Rios, Gloria",40,Popayan,7681023783
5485,"Sandoval Diaz, Daniela",79,Buenaventura,6968037684
5486,"Valencia Peralta, Julio",23,Florencia,3379671085
5487,"Escobar Ramos, Patricia",31,Mocoa,9280838186
5488,"Garcia Mendez, Diana",78,Floridablanca,5049893787
5489,"Molina Escobar, Elena",27,Bello,7096015288
5490,"Gonzalez Maldonado, Juliana",19,Ibague,5239814289
5491,"Figueroa Rubio, Susana",57,Pereira,3435622090
5492,"Jimenez Salazar, Mariana",32,Riohacha,1326599991
5493,"Miranda Arias, Rodrigo",72,Buenaventura,6986903592
5494,"Medina Zamora, Mariana",80,Mitu,8384766093
5495,"Molina Dominguez, Ramon",67,Envigado,1308898194
5496,"Villanueva Bravo, Sebastian",70,Mitu,3160523095
5497,"Naranjo Rubio, Diana",35,Bogota,6407878596
5498,"Ortiz Rojas, Monica",23,Yopal,9003408397
5499,"Cortez Ramirez, Beatriz",43,Bogota,3053096298
5500,"Torres Escobar, Francisco",59,Palmira,5932123599
5501,"Cruz Ponce, Maria",20,Leticia,7352798700
5502,"Ramirez Gallego, Ricardo",56,Pasto,9781296601
5503,"Carrillo Trujillo, Jorge",18,Cucuta,4649210502
5504,"Sanchez Camacho, Carmen",20,Riohacha,6559826403
5505,"Guerrero Avila, Felipe",44,Bogota,9192267404
5506,"Cano Ruiz, Helena",73,Manizales,9549002505
5507,"Valencia Rivera, Ana Maria",47,Popayan,4196132806
5508,"Suarez Perez, Rodrigo",32,Florencia,4697874607
5509,"Molina Ramos, Carlos",29,Floridablanca,5228008208
5510,"Silva Nieto, Gabriel",28,Pereira,4300293309
5511,"Ponce Serrano, Isabella",54,Quibdo,7430154310
5512,"Arias Medina, Natalia",18,Soledad,5649789011
5513,"Contreras Peralta, Irene",20,Santa Marta,1902830012
5514,"Morales Trujillo, Maria Clara",31,Barranquilla,5063671713
5515,"Sanchez Estrada, Patricia",71,Saravena,7734873214
5516,"Cabrera Gallego, Ana",50,Bogota,9920673715
5517,"Montes Campos, Alejandro",67,Riohacha,6158656216
5518,"Ramos Mendez, Laura",18,Quibdo,5185320017
5519,"Silva Maldonado, Marcela",53,Itagui,3204825018
5520,"Meza Ramos, Javier",59,Mitu,2987281119
5521,"Gutierrez Nieto, Luis Miguel",20,Palmira,3592024020
5522,"Miranda Carrillo, Hernan",74,Bucaramanga,1456360421
5523,"Mendez Gonzalez, Mariana",65,Quibdo,1499145922
5524,"Lara Bustos, Sofia",74,Cali,7779513023
5525,"Reyes Nieto, Ivan",59,Sincelejo,8700572224
5526,"Núñez Villanueva, David",21,Barranquilla,9024833625
5527,"Camacho Muñoz, Ignacio",67,Itagui,9008873526
5528,"Ponce Molina, Silvia",65,Pereira,3171102927
5529,"Molina Navarro, Laura",29,Palmira,4873464728
5530,"Vega Contreras, Carmen",33,Cali,4134919029
5531,"Arias Padilla, Javier",59,Tunja,7417757030
5532,"Montes Miranda, Luisa",60,Mitu,7039932631
5533,"Romero Trujillo, Sebastian",31,Riohacha,5020591432
5534,"Maldonado Salazar, Gabriel",68,Bucaramanga,1084194833
5535,"Ortiz Salazar, Camila",51,Puerto Carreno,3648065134
5536,"Nieto Vega, Andrea",77,Bucaramanga,5830886035
5537,"Villanueva Rivera, Alfredo",48,Palmira,1871517536
5538,"Reyes Blanco, Lorena",50,Cucuta,2382031237
5539,"Vergara Mendoza, Felipe",66,Medellin,2056059538
5540,"Estrada Gutierrez, Eduardo",42,Cucuta,4164417239
5541,"Pena Camacho, Victor",63,Riohacha,5556757940
5542,"Reyes Flores, Luis Miguel",50,Bello,3955935941
5543,"Lara Morales, Silvia",79,Barrancabermeja,8509897742
5544,"Ortiz Tapia, Valentina",35,Valledupar,6693679243
5545,"Lopez Acosta, Gabriel",59,Manizales,5659964544
5546,"Cano Mendoza, Pilar",60,Popayan,1721649045
5547,"Estrada Cano, Ernesto",47,Leticia,1771424046
5548,"Medina Medina, Juan",34,Popayan,1861812047
5549,"Lopez Rojas, Laura",60,Palmira,7027497148
5550,"Palacios Gonzalez, Rafael",49,Sincelejo,8237501049
5551,"Sanchez Castillo, Cesar",38,Valledupar,3027686550
5552,"Bustos Flores, Silvia",76,Yopal,5896203851
5553,"Morales Bustos, Ivan",76,Bello,7525962552
5554,"Salazar Jimenez, Gustavo",61,Cucuta,1413440453
5555,"Acosta Lopez, Pablo",40,Leticia,6945889254
5556,"Gomez Ibarra, Daniela",79,Soledad,7913884955
5557,"Ramos Flores, Rocio",64,Mocoa,7005608556
5558,"Zamora Ochoa, Ernesto",62,Puerto Carreno,8923603457
5559,"Herrera Soto, Yolanda",23,Florencia,6785272358
5560,"Gallego Cortez, Isabella",59,Leticia,9139715759
5561,"Aguilar Naranjo, Felipe",20,Barranquilla,4241913660
5562,"Pena Zamora, Laura",63,Riohacha,5453745061
5563,"Figueroa Ramirez, Nicolas",52,Barrancabermeja,8726982462
5564,"Alvarado Silva, Diana",63,San Jose del Guaviare,3637857463
5565,"Contreras Núñez, Carlos",41,Leticia,9761598764
5566,"Ruiz Sandoval, David",79,Itagui,2920950065
5567,"Fuente Vega, Mario",20,Riohacha,8027785366
5568,"Barrera Cruz, David",80,Bogota,9090260267
5569,"Lopez Escobar, Daniela",52,Palmira,9238026968
5570,"Soto Ramirez, Diana",52,Palmira,9443227969
5571,"Guerrero Valencia, David",56,Tunja,4438784070
5572,"Fuente Garcia, Paola",66,Riohacha,9871283771
5573,"Pena Peralta, Elena",31,Santa Marta,1085061472
5574,"Ruiz Zamora, Felipe",57,Bucaramanga,6564211673
5575,"Garcia Cardenas, Oscar",68,Pereira,5250456874
5576,"Rubio Herrera, Ana Maria",48,Cucuta,9685076975
5577,"Parra Ochoa, Pilar",50,Soacha,1768789376
5578,"Leon Padilla, Enrique",66,Cali,3121600477
5579,"Lugo Fuentes, Martha",48,Bello,6806822378
5580,"Lopez Medina, Mauricio",79,Arauca,3986713379
5581,"Barrera Silva, Esteban",77,Itagui,7214015580
5582,"Tapia Núñez, Eduardo",37,Yopal,9722955281
5583,"Padilla Medina, Monica",27,Itagui,8525187582
5584,"Fuentes Ortiz, Miguel",20,Popayan,7019341983
5585,"Gutierrez Rodriguez, Paola",29,Cali,3284711684
5586,"Camacho Suarez, Roberto",65,Mitu,7295635085
5587,"Avila Ponce, Martha",79,Pasto,8394777886
5588,"Valdez Contreras, Arturo",41,Palmira,4804178087
5589,"Dominguez Barrera, Isabella",39,Florencia,6138953088
5590,"Pena Guzmán, Alfredo",78,Neiva,5392065989
5591,"Montes Herrera, Nicolas",45,Soledad,9868571490
5592,"Escobar Medina, Eduardo",21,Neiva,6902861891
5593,"Mendez Arias, Raul",68,Pereira,4504917692
5594,"Soto Muñoz, Ernesto",55,Medellin,1551094593
5595,"Dominguez Rojas, Teresa",52,Puerto Carreno,2093261994
5596,"Espinoza Reyes, Fabian",41,Itagui,5808819995
5597,"Gomez Moreno, Cesar",54,Buenaventura,5006353396
5598,"Morales Parra, Pablo",22,Florencia,6574316097
5599,"Estrada Sanchez, Sebastian",51,Arauca,6660136498
5600,"Rojas Rojas, Juan Pablo",48,Bello,2347636599
5601,"Reyes Herrera, Helena",76,Valledupar,1352733300
5602,"Sandoval Becerra, Maria Jose",57,Sincelejo,2230293101
5603,"Romero Sanchez, Esperanza",24,Neiva,3720154602
5604,"Alvarez Diaz, Claudia",28,Soacha,9308198903
5605,"Vásquez Sanchez, Yolanda",78,Mitu,8958917304
5606,"Rojas Serrano, Claudia",70,Villavicencio,6814825505
5607,"Garcia Carrillo, Maria Jose",43,San Jose del Guaviare,8616031006
5608,"Barrera Rodriguez, Alejandro",37,Envigado,2500592307
5609,"Aguilar Padilla, Daniela",63,Santa Marta,1460091608
5610,"Meza Salinas, Francisco",42,Mitu,4293610109
5611,"Naranjo Mora, Javier",68,Florencia,7587916210
5612,"Perez Campos, Esperanza",34,Saravena,1802262111
5613,"Mendez Valencia, Arturo",39,Barranquilla,7224235412
5614,"Tapia Romero, Yolanda",28,Barranquilla,3890369213
5615,"Alvarado Ponce, Rosa",33,Inirida,6967508114
5616,"Pena Ramos, Carmen",53,Bucaramanga,9715715215
5617,"Leon Cabrera, Alejandro",49,Mocoa,4753286216
5618,"Fuente Leon, Ramon",46,Cucuta,5596842717
5619,"Valdez Navarro, Nora",42,Villavicencio,6956157018
5620,"Rojas Medina, Raul",34,Cucuta,1047652219
5621,"Carrillo Delgado, Hector",77,Puerto Carreno,6650774520
5622,"Mendez Cano, Patricia",70,Neiva,6277377821
5623,"Rivera Perez, Fernando",59,Palmira,9532947222
5624,"Acosta Cano, Rocio",57,Tunja,5918427723
5625,"Contreras Vega, Alfredo",54,Medellin,5160552424
5626,"Trujillo Rodriguez, Alejandra",28,Puerto Carreno,5662446325
5627,"Vega Meza, Elena",32,Cartagena,1901526526
5628,"Ramirez Rivera, Maria Clara",33,Inirida,7196062327
5629,"Dominguez Contreras, Miguel",57,Itagui,2279638828
5630,"Alvarez Ruiz, Isabella",46,Tunja,2377130729
5631,"Leon Rojas, Maria",26,Floridablanca,2544547530
5632,"Guerrero Silva, Rocio",77,Envigado,9534714031
5633,"Osorio Miranda, Eduardo",53,Puerto Carreno,3159570732
5634,"Gallego Garcia, Juliana",52,Pasto,4522934733
5635,"Castillo Ramos, Paola",38,Saravena,7978259934
5636,"Sandoval Reyes, Daniela",64,Envigado,3657631635
5637,"Vargas Moreno, Marcela",30,Quibdo,3647203036
5638,"Acosta Trujillo, Ivan",70,Cucuta,9318269537
5639,"Fuente Diaz, Ramon",47,Puerto Carreno,1474442138
5640,"Molina Vega, Victor",19,Santa Marta,3324869639
5641,"Núñez Fuente, Juan",60,Florencia,9567293240
5642,"Herrera Suarez, Arturo",50,Villavicencio,7288793441
5643,"Perez Padilla, Oscar",78,Bogota,4844483842
5644,"Morales Avila, Fernando",23,Bello,7585823043
5645,"Escobar Barrera, Esperanza",53,Medellin,2065230044
5646,"Rodriguez Alvarez, Oscar",57,Tunja,9894869145
5647,"Lara Suarez, Luisa",70,Bello,9919428546
5648,"Barrera Rios, Sofia",30,Palmira,6213683147
5649,"Moreno Valencia, Sergio",19,Riohacha,6601844948
5650,"Rivera Rubio, Mauricio",52,Cucuta,6976707049
5651,"Lopez Cortez, Enrique",79,Quibdo,8371788350
5652,"Acosta Mora, Angela",67,Inirida,5841251851
5653,"Alvarez Gutierrez, Susana",60,Yopal,5006951552
5654,"Villanueva Contreras, Rafael",36,Barrancabermeja,6128531753
5655,"Alvarado Contreras, Alejandra",61,Cucuta,5899686854
5656,"Leon Miranda, Diana",59,Barranquilla,7155405855
5657,"Ramirez Barrera, Isabella",61,Villavicencio,7696763756
5658,"Rodriguez Gallego, Andrea",18,Puerto Carreno,8596974657
5659,"Cardenas Avila, Ana Maria",20,Medellin,1054695558
5660,"Flores Flores, Hector",36,Cali,5550186659
5661,"Castillo Arias, Francisco",32,Manizales,6554237360
5662,"Alvarez Blanco, Juliana",37,San Jose del Guaviare,6357862861
5663,"Reyes Becerra, Diana",73,Pasto,5574942962
5664,"Fuente Espinoza, Juan",63,Bucaramanga,1606910263
5665,"Carrillo Cabrera, Oscar",54,Pereira,9547172764
5666,"Lugo Zamora, Roberto",57,Floridablanca,6890579765
5667,"Ponce Miranda, David",61,Palmira,8713947066
5668,"Salazar Parra, Victor",39,Bucaramanga,3639771767
5669,"Salazar Gallego, Silvia",19,Yopal,3925433268
5670,"Núñez Muñoz, Jorge",72,Pasto,2622604269
5671,"Núñez Coronel, Fabian",50,Riohacha,7062041670
5672,"Rubio Suarez, Maria Jose",39,Floridablanca,9816376871
5673,"Delgado Camacho, Ernesto",75,Popayan,4365180772
5674,"Ponce Serrano, Teresa",41,Tunja,5457254873
5675,"Rubio Suarez, Ana Maria",74,Floridablanca,2022308974
5676,"Delgado Aguilar, Rosa",68,Bello,7710589475
5677,"Alvarez Osorio, Mario",75,Mitu,5006500076
5678,"Valencia Nieto, Natalia",34,San Jose del Guaviare,3020615177
5679,"Rodriguez Bravo, Maria Clara",62,San Jose del Guaviare,8659412778
5680,"Sandoval Cortez, Victor",29,Mitu,6557004779
5681,"Serrano Gonzalez, Martha",27,Pasto,5245597580
5682,"Sandoval Torres, Ana Maria",53,Manizales,2614151581
5683,"Ramos Ortiz, Ana",22,Santa Marta,4127955882
5684,"Pena Fuente, Gustavo",77,Buenaventura,1819283983
5685,"Estrada Tapia, Maria",53,Envigado,1706280684
5686,"Ramirez Flores, Fabian",54,Tunja,5119974285
5687,"Gallego Salinas, Mario",66,Pereira,5881401386
5688,"Lara Figueroa, Patricia",61,Sincelejo,4089111687
5689,"Campos Mendoza, Rocio",54,Inirida,5233977788
5690,"Dominguez Guerrero, Manuel",39,Itagui,3297683889
5691,"Ponce Suarez, Lina",52,Cali,5786677690
5692,"Vásquez Delgado, Camila",34,Mitu,8229014191
5693,"Carrillo Aguilar, Hector",47,Palmira,9758330492
5694,"Estrada Ramos, Alejandro",18,Cucuta,4239980093
5695,"Serrano Morales, Rodrigo",33,Itagui,2718590494
5696,"Coronel Diaz, Fabian",60,Floridablanca,4387399195
5697,"Rios Salazar, Antonio",79,Mitu,2682743396
5698,"Perez Padilla, Arturo",68,Saravena,3851910997
5699,"Rojas Silva, Elena",30,Itagui,7221763698
5700,"Lugo Rojas, Rocio",51,Medellin,2368743499
5701,"Padilla Lara, Claudia",78,Bucaramanga,6548429800
5702,"Miranda Osorio, Marcela",68,Cali,6459866301
5703,"Valdez Lugo, Nicolas",65,Bucaramanga,5600298002
5704,"Castillo Morales, Eduardo",25,Bucaramanga,7403510203
5705,"Escobar Montes, Ana Maria",69,Buenaventura,4292874104
5706,"Martinez Peralta, Nicolas",73,Cartagena,4833974305
5707,"Castillo Gallego, Nicolas",21,Monteria,8424206006
5708,"Mendoza Salinas, Fabian",50,Palmira,1147007207
5709,"Leon Molina, Claudia",64,Barranquilla,4231178808
5710,"Barrera Estrada, Rocio",27,Popayan,7288940509
5711,"Jimenez Acosta, Roberto",63,Medellin,3274935810
5712,"Delgado Aguilar, Andrea",30,Mitu,2949294511
5713,"Coronel Martinez, Sebastian",47,Puerto Carreno,3445483312
5714,"Rivera Morales, Nicolas",46,Pasto,1469865313
5715,"Ponce Sanchez, Daniela",33,Valledupar,5549487614
5716,"Ponce Becerra, Melissa",40,Puerto Carreno,3596063915
5717,"Jimenez Osorio, Isabella",69,Soacha,3888844416
5718,"Mora Molina, Esperanza",41,Arauca,3560890617
5719,"Maldonado Romero, Ricardo",65,Riohacha,1407009818
5720,"Avila Barrera, Alejandra",36,Leticia,1169739819
5721,"Zamora Cano, Oscar",76,Monteria,2565656720
5722,"Montes Palacios, Juan Pablo",59,Puerto Carreno,1908372921
5723,"Fuentes Gonzalez, Melissa",34,Itagui,7619856122
5724,"Aguilar Rios, Oscar",55,Yopal,5771935723
5725,"Velasquez Rubio, Esperanza",22,Neiva,9853322224
5726,"Garcia Alvarez, Lorena",37,Villavicencio,8548439025
5727,"Aguilar Lopez, Esperanza",53,Popayan,8660711826
5728,"Lara Gutierrez, Mariana",23,Yopal,7453555927
5729,"Cabrera Blanco, Carmen",24,Bello,2693169328
5730,"Avila Leon, Camila",72,Cartagena,9838384229
5731,"Contreras Ponce, Melissa",42,Soacha,5612903830
5732,"Castillo Ponce, Arturo",29,Ibague,6992691031
5733,"Osorio Campos, Raul",63,Pereira,9010172232
5734,"Barrera Moreno, Helena",62,Puerto Carreno,6494531933
5735,"Guerrero Muñoz, Angela",54,Armenia,5953659434
5736,"Nieto Contreras, Yolanda",58,Pasto,6635111935
5737,"Molina Cano, Yolanda",75,Villavicencio,9151496536
5738,"Maldonado Nieto, Rocio",39,Armenia,4774909437
5739,"Parra Sandoval, Andres",52,Cali,8345167038
5740,"Ortiz Guerrero, Paula",61,Neiva,6435111339
5741,"Arias Ochoa, Carmen",76,Popayan,6047560140
5742,"Pena Maldonado, Gustavo",26,Soledad,9177388641
5743,"Núñez Palacios, Maria Jose",69,Palmira,5856940242
5744,"Aguilar Moreno, David",35,Mocoa,9417225843
5745,"Fuentes Mendez, Patricia",53,Cali,9515240444
5746,"Padilla Núñez, Juliana",23,Leticia,9374081345
5747,"Camacho Miranda, Miguel",41,Palmira,9733274546
5748,"Martinez Parra, Maria Clara",70,Puerto Carreno,6129669747
5749,"Reyes Núñez, Luis Miguel",25,Monteria,2417727748
5750,"Molina Parra, Sergio",26,Santa Marta,9139717149
5751,"Garcia Coronel, Esteban",21,Florencia,7936084950
5752,"Suarez Nieto, Alfredo",71,Florencia,1370049651
5753,"Suarez Rubio, Sebastian",42,Ibague,6523588652
5754,"Sanchez Molina, Roberto",52,Inirida,4801810153
5755,"Padilla Mendoza, Ignacio",48,Bucaramanga,8048249954
5756,"Morales Pena, Esperanza",40,Soacha,8121125655
5757,"Suarez Barrera, Enrique",61,Floridablanca,8532173556
5758,"Ramirez Villanueva, Alejandra",30,Manizales,4193110357
5759,"Jimenez Gomez, Helena",20,Cartagena,6506216458
5760,"Ortiz Gomez, Paola",38,Ibague,7488062659
5761,"Cortez Sandoval, Marcela",38,Tunja,7171394460
5762,"Garcia Vargas, Andres Felipe",45,Sincelejo,2845373461
5763,"Campos Navarro, Hector",51,Popayan,4296839962
5764,"Flores Delgado, Sebastian",32,Bogota,4604895763
5765,"Navarro Blanco, Ramon",48,Barranquilla,4305251564
5766,"Arias Acosta, Esperanza",73,Santa Marta,3897747065
5767,"Moreno Rojas, Marcela",32,Barrancabermeja,6824899766
5768,"Valencia Montes, Juliana",54,Cali,9405472867
5769,"Ponce Vergara, Sandra",68,Cucuta,2135568768
5770,"Gonzalez Alvarado, Mariana",48,Valledupar,4242996069
5771,"Cano Barrera, Lorena",18,Tunja,3634679570
5772,"Camacho Parra, Raul",39,Armenia,8655715271
5773,"Escobar Silva, Esperanza",26,Medellin,8423434072
5774,"Ochoa Gallego, Juliana",78,Florencia,1546281673
5775,"Nieto Serrano, Isabella",25,Puerto Carreno,1090627774
5776,"Vergara Torres, Silvia",22,Envigado,4506226075
5777,"Medina Osorio, Roberto",32,Itagui,4130380076
5778,"Soto Valdez, Daniela",80,Yopal,8724539777
5779,"Ramos Rubio, Esteban",67,Palmira,9084813778
5780,"Naranjo Naranjo, Paola",62,Saravena,7707156979
5781,"Rojas Velasquez, Francisco",33,Barranquilla,6081296080
5782,"Diaz Ortiz, Nicolas",79,Ibague,5505274681
5783,"Núñez Parra, Laura",62,San Jose del Guaviare,1129873482
5784,"Miranda Estrada, Sandra",23,Villavicencio,6393383183
5785,"Suarez Trujillo, Ramon",22,Medellin,6578528484
5786,"Arias Ramirez, Hector",69,Mitu,8522808785
5787,"Romero Arias, Carmen",67,Riohacha,7844996286
5788,"Espinoza Ramirez, Maria Jose",44,Leticia,1877446887
5789,"Romero Castillo, Rafael",27,Bello,8795273088
5790,"Blanco Lugo, Hector",76,Yopal,2924888389
5791,"Morales Gonzalez, Helena",32,Santa Marta,5085195890
5792,"Cruz Fuente, Ramon",46,Bucaramanga,4786807891
5793,"Molina Cortez, Camila",76,Itagui,5245218592
5794,"Bustos Padilla, Paola",70,Villavicencio,8984124393
5795,"Flores Cruz, Francisco",75,Puerto Carreno,8739939094
5796,"Acosta Reyes, Alejandra",19,Ibague,4348502295
5797,"Morales Vásquez, Ivan",43,Saravena,6164962796
5798,"Rivera Dominguez, Gabriel",66,Puerto Carreno,1065175397
5799,"Alvarez Jimenez, Victor",49,Ibague,6906872398
5800,"Romero Osorio, Sofia",79,Valledupar,8524534699
5801,"Camacho Gomez, David",21,Mitu,2288656000
5802,"Ortiz Suarez, Blanca",72,Envigado,3394418601
5803,"Tapia Parra, Silvia",68,Medellin,5832349602
5804,"Peralta Gutierrez, Ana",79,Barrancabermeja,2117656303
5805,"Cabrera Jimenez, Laura",30,Neiva,3159294304
5806,"Sandoval Fuente, Hugo",58,Riohacha,8460223205
5807,"Aguilar Aguilar, Melissa",29,Saravena,3720455906
5808,"Sandoval Medina, Alicia",31,Palmira,4080507607
5809,"Vargas Rivera, Mario",53,Envigado,2561092608
5810,"Fuente Bravo, Julio",67,Cartagena,8798036109
5811,"Zamora Guerrero, Tomas",54,Monteria,8344136110
5812,"Acosta Alvarez, Teresa",18,San Jose del Guaviare,5973863511
5813,"Silva Barrera, Raul",20,Santa Marta,9789216612
5814,"Rodriguez Salinas, Irene",22,Soacha,3381719713
5815,"Cortez Moreno, Rosa",45,Villavicencio,1191687414
5816,"Vásquez Rojas, Sofia",22,Bucaramanga,4728977115
5817,"Moreno Carrillo, Luisa",79,Inirida,2577327116
5818,"Suarez Alvarez, Cristina",37,Pasto,3054202217
5819,"Salazar Valencia, Andres",46,Manizales,1898210218
5820,"Ramos Rodriguez, Sebastian",32,Riohacha,2910142719
5821,"Garcia Pena, Catalina",63,Cali,5848801620
5822,"Moreno Mendoza, Carmen",47,Tunja,3884304521
5823,"Reyes Zamora, Lorena",65,Cali,5648632222
5824,"Moreno Fuente, Eduardo",51,Barrancabermeja,6412977623
5825,"Vargas Alvarez, Cesar",53,Cartagena,3957685024
5826,"Coronel Lopez, Juan Pablo",31,Itagui,2106894725
5827,"Garcia Soto, Miguel",56,Leticia,1487655826
5828,"Tapia Diaz, Luis Miguel",78,Tunja,4552564527
5829,"Naranjo Escobar, Nicolas",80,Arauca,8940682828
5830,"Lopez Escobar, Alicia",50,Neiva,3519817829
5831,"Valencia Jimenez, Laura",32,Riohacha,1199668130
5832,"Martinez Molina, Monica",37,Quibdo,8013817131
5833,"Miranda Naranjo, Luis",60,Envigado,7506357232
5834,"Bustos Salazar, Esperanza",38,San Jose del Guaviare,7525674033
5835,"Bustos Delgado, Paola",45,Yopal,2617544134
5836,"Miranda Mendoza, Maria Jose",74,Ibague,8643197635
5837,"Cardenas Naranjo, Oscar",41,Itagui,3129469836
5838,"Morales Mendoza, Alejandra",37,Villavicencio,2649258037
5839,"Rodriguez Ramos, Beatriz",47,Pasto,3565279238
5840,"Perez Alvarado, Mauricio",20,Yopal,9143320939
5841,"Leon Becerra, Esperanza",23,Itagui,8310182840
5842,"Nieto Becerra, Catalina",20,Pereira,3890253541
5843,"Castillo Camacho, Felipe",47,Soledad,2453080042
5844,"Palacios Acosta, Raul",19,Leticia,7701164243
5845,"Fuentes Carrillo, Rocio",26,Envigado,6019968944
5846,"Lugo Sandoval, Paula",55,Barranquilla,9024429445
5847,"Cano Bravo, Laura",33,Santa Marta,2978318246
5848,"Alvarez Contreras, Cesar",51,Barranquilla,6642325247
5849,"Figueroa Fuentes, Rafael",63,Tunja,4667029748
5850,"Espinoza Soto, Miguel",48,Bucaramanga,4847307749
5851,"Arias Aguilar, Natalia",69,Neiva,1712751550
5852,"Figueroa Cortez, Manuel",56,Cali,8964468451
5853,"Barrera Bustos, David",51,Pasto,4254335352
5854,"Acosta Jimenez, Diego",62,Manizales,4251555853
5855,"Cabrera Pena, Natalia",78,Santa Marta,1607089854
5856,"Fuente Torres, Mauricio",53,Bello,5208872055
5857,"Velasquez Velasquez, Maria",53,Barrancabermeja,6943031856
5858,"Mendoza Salinas, Paola",33,Villavicencio,8842250257
5859,"Guzmán Soto, Luis",75,Florencia,1945232458
5860,"Garcia Mendez, Juan Pablo",48,Inirida,1793680759
5861,"Torres Becerra, Ramon",75,Santa Marta,5514711760
5862,"Perez Camacho, Martha",20,Valledupar,8825721961
5863,"Guerrero Gutierrez, Ivan",42,Santa Marta,1639380962
5864,"Arias Escobar, Carmen",62,Barranquilla,9590876663
5865,"Gallego Fuente, Adriana",74,Bello,9670823364
5866,"Salinas Arias, Alicia",80,Barrancabermeja,8996984865
5867,"Coronel Avila, Maria Clara",29,Palmira,1339137966
5868,"Figueroa Perez, Enrique",21,Sincelejo,4334684267
5869,"Serrano Cabrera, Diana",33,Soledad,7832950168
5870,"Alvarez Cruz, Ivan",68,Tunja,8455931869
5871,"Parra Cardenas, Lina",34,Floridablanca,8740800770
5872,"Vásquez Zamora, Cesar",36,Sincelejo,2852830371
5873,"Sanchez Mendoza, Miguel",38,Bello,2827885072
5874,"Serrano Morales, Tomas",33,Quibdo,3251682273
5875,"Gutierrez Naranjo, Javier",79,Saravena,7624684074
5876,"Vega Mendoza, Marcela",27,Saravena,7835271075
5877,"Martinez Romero, Alejandra",48,Arauca,8161193876
5878,"Mendoza Silva, Ramon",47,Arauca,2273693277
5879,"Sandoval Ortiz, Susana",45,Floridablanca,6350514178
5880,"Reyes Ruiz, Alejandro",71,Monteria,8209903679
5881,"Contreras Naranjo, Victor",29,Bogota,4109043480
5882,"Herrera Guerrero, Martha",45,Yopal,6119603481
5883,"Nieto Camacho, Julio",28,Pereira,4754045482
5884,"Padilla Ibarra, Maria Jose",44,Cali,2788531383
5885,"Rojas Vergara, Claudia",71,Puerto Carreno,5768422284
5886,"Meza Osorio, Roberto",61,Floridablanca,1464783085
5887,"Barrera Rojas, Andres Felipe",41,Puerto Carreno,5522032186
5888,"Mendoza Palacios, Catalina",62,Inirida,6823621087
5889,"Lugo Valencia, Jorge",67,Sincelejo,9291068288
5890,"Castillo Mendoza, Lorena",62,San Jose del Guaviare,2803700089
5891,"Suarez Figueroa, Teresa",22,Ibague,5055108190
5892,"Miranda Ruiz, Andrea",43,Quibdo,5012010291
5893,"Zamora Gutierrez, Tomas",70,Leticia,1952165792
5894,"Parra Herrera, Juliana",68,Envigado,6780304793
5895,"Guzmán Figueroa, Mauricio",71,Envigado,1276938194
5896,"Tapia Vergara, Claudia",60,Tunja,2216662195
5897,"Meza Bustos, Mariana",20,Envigado,2225884096
5898,"Vargas Trujillo, Juliana",33,Popayan,5445840697
5899,"Mendez Becerra, Sergio",61,Bello,8814919198
5900,"Velasquez Navarro, Sofia",26,Pasto,2168859499
5901,"Cardenas Ochoa, Alicia",45,Pasto,3081828300
5902,"Vega Valdez, Esteban",71,Soacha,4498682701
5903,"Diaz Gallego, Sandra",68,Saravena,7981504802
5904,"Pena Romero, Melissa",79,Monteria,9352566703
5905,"Gomez Nieto, Jorge",56,Buenaventura,1941365504
5906,"Cruz Torres, Camila",58,Cartagena,8253725805
5907,"Espinoza Figueroa, Paola",62,Riohacha,1524733106
5908,"Blanco Torres, Tomas",64,Arauca,7253539007
5909,"Ibarra Rivera, Patricia",34,Mocoa,9248276808
5910,"Soto Ortiz, Lina",19,Envigado,7627488709
5911,"Ramos Coronel, Blanca",40,Medellin,6843170810
5912,"Romero Reyes, Diego",31,Buenaventura,3280878111
5913,"Valdez Valencia, Arturo",34,San Jose del Guaviare,3552100212
5914,"Fuentes Gallego, Juan Pablo",28,Florencia,8363726513
5915,"Ramos Suarez, Esperanza",28,Cartagena,5100039214
5916,"Rodriguez Acosta, Ricardo",51,Popayan,4526247915
5917,"Lara Maldonado, Lorena",71,Medellin,8765276416
5918,"Pena Tapia, Juan Pablo",58,Manizales,5028896817
5919,"Silva Cruz, Paola",43,Bogota,5169366318
5920,"Salazar Serrano, Ana Maria",73,Itagui,5655291819
5921,"Guzmán Rojas, Ramon",41,Cartagena,7810290620
5922,"Silva Barrera, Silvia",30,Barrancabermeja,1625591421
5923,"Carrillo Camacho, Susana",46,Envigado,5997474222
5924,"Fuente Alvarez, Fernando",68,Buenaventura,6197385723
5925,"Ruiz Coronel, Angela",61,Armenia,4421357224
5926,"Valdez Ruiz, Helena",74,Barrancabermeja,5349357925
5927,"Núñez Medina, Fernando",56,Leticia,3312498326
5928,"Sanchez Gonzalez, Luisa",49,Cartagena,6746062027
5929,"Rubio Cruz, Adriana",75,Leticia,3968523428
5930,"Cortez Nieto, Martha",25,Mitu,4978685929
5931,"Cano Fuente, Mauricio",64,Bello,8082065730
